EMP1420,46,85
EMP1421,36,61
EMP1422,53,90
EMP1423,57,73
EMP1424,31,62
EMP1425,42,87
EMP1426,60,50
EMP1427,50,99
EMP1428,40,100
EMP1429,43,95
EMP1430,42,93
EMP1431,34,82
EMP1432,43,99
EMP1433,41,67
EMP1434,59,53
EMP1435,49,68
EMP1436,39,81
EMP1437,57,65
EMP1438,44,71
EMP1439,55,94
EMP1440,54,68
EMP1441,59,99
EMP1442,60,70
EMP1443,43,53
EMP1444,21,70
EMP1445,42,59
EMP1446,38,100
EMP1447,49,96
EMP1448,42,95
EMP1449,48,60
EMP1450,50,91
EMP1451,50,63
EMP1452,35,73
EMP1453,34,85
EMP1454,39,88
EMP1455,24,72
EMP1456,56,99
EMP1457,56,54
EMP1458,32,95
EMP1459,35,89
EMP1460,53,70
EMP1461,42,53
EMP1462,43,89
EMP1463,23,66
EMP1464,40,82
EMP1465,57,72
EMP1466,48,83
EMP1467,33,99
EMP1468,37,77
EMP1469,31,76
EMP1470,20,97
EMP1471,59,60
EMP1472,44,100
EMP1473,43,82
EMP1474,38,90
EMP1475,50,68
EMP1476,37,60
EMP1477,41,83
EMP1478,33,91
EMP1479,52,85
EMP1480,31,52
EMP1481,31,86
EMP1482,24,96
EMP1483,46,64
EMP1484,48,100
EMP1485,37,95
EMP1486,32,74
EMP1487,39,89
EMP1488,37,66
EMP1489,52,60
EMP1490,42,54
EMP1491,24,77
EMP1492,21,62
EMP1493,24,70
EMP1494,56,98
EMP1495,41,96
EMP1496,28,64
EMP1497,57,69
EMP1498,26,100
EMP1499,34,91
EMP1500,38,95
EMP1501,55,60
EMP1502,31,87
EMP1503,26,86
EMP1504,34,73
EMP1505,55,64
EMP1506,31,82
EMP1507,28,90
EMP1508,47,90
EMP1509,24,71
EMP1510,26,62
EMP1511,38,92
EMP1512,52,58
EMP1513,30,76
EMP1514,38,56
EMP1515,20,62
EMP1516,60,87
EMP1517,24,60
EMP1518,52,56
EMP1519,20,50
EMP1520,60,53
EMP1521,20,86
EMP1522,45,92
EMP1523,52,77
EMP1524,26,97
EMP1525,27,66
EMP1526,51,91
EMP1527,60,72
EMP1528,28,58
EMP1529,58,71
EMP1530,33,55
EMP1531,30,56
EMP1532,50,84
EMP1533,44,87
EMP1534,22,88
EMP1535,58,64
EMP1536,48,67
EMP1537,23,89
EMP1538,36,66
EMP1539,26,89
EMP1540,51,52
EMP1541,53,89
EMP1542,32,58
EMP1543,20,50
EMP1544,44,59
EMP1545,35,63
EMP1546,44,79
EMP1547,50,60
EMP1548,29,88
EMP1549,29,99
EMP1550,50,55
EMP1551,26,61
EMP1552,49,92
EMP1553,55,52
EMP1554,34,88
EMP1555,36,87
EMP1556,25,84
EMP1557,41,89
EMP1558,23,68
EMP1559,55,90
EMP1560,50,54
EMP1561,39,76
EMP1562,41,91
EMP1563,28,55
EMP1564,51,82
EMP1565,47,60
EMP1566,52,84
EMP1567,43,77
EMP1568,49,73
EMP1569,21,81
EMP1570,30,75
EMP1571,43,53
EMP1572,24,75
EMP1573,37,74
EMP1574,47,77
EMP1575,31,86
EMP1576,20,97
EMP1577,28,73
EMP1578,21,61
EMP1579,47,51
EMP1580,36,61
EMP1581,57,89
EMP1582,37,85
EMP1583,58,89
EMP1584,42,87
EMP1585,39,67
EMP1586,34,91
EMP1587,32,52
EMP1588,52,69
EMP1589,53,80
EMP1590,26,51
EMP1591,27,94
EMP1592,20,100
EMP1593,51,54
EMP1594,49,77
EMP1595,43,72
EMP1596,23,84
EMP1597,56,60
EMP1598,31,100
EMP1599,37,89
EMP1600,49,96
EMP1601,46,89
EMP1602,42,56
EMP1603,22,84
EMP1604,32,56
EMP1605,53,77
EMP1606,60,51
EMP1607,60,54
EMP1608,33,93
EMP1609,42,54
EMP1610,24,87
EMP1611,41,83
EMP1612,50,99
EMP1613,45,58
EMP1614,43,95
EMP1615,29,79
EMP1616,29,77
EMP1617,47,79
EMP1618,54,50
EMP1619,41,82
EMP1620,40,63
EMP1621,27,77
EMP1622,55,56
EMP1623,59,53
EMP1624,44,100
EMP1625,33,80
EMP1626,33,70
EMP1627,31,95
EMP1628,23,64
EMP1629,31,100
EMP1630,52,83
EMP1631,38,70
EMP1632,30,70
EMP1633,38,86
EMP1634,60,68
EMP1635,28,73
EMP1636,41,96
EMP1637,29,73
EMP1638,55,84
EMP1639,35,81
EMP1640,38,59
EMP1641,41,61
EMP1642,39,99
EMP1643,54,86
EMP1644,59,61
EMP1645,21,54
EMP1646,22,68
EMP1647,20,91
EMP1648,23,78
EMP1649,50,91
EMP1650,41,61
EMP1651,39,69
EMP1652,39,75
EMP1653,37,50
EMP1654,52,85
EMP1655,36,76
EMP1656,49,83
EMP1657,32,57
EMP1658,58,54
EMP1659,60,97
EMP1660,50,60
EMP1661,40,94
EMP1662,22,64
EMP1663,35,94
EMP1664,30,96
EMP1665,39,97
EMP1666,47,56
EMP1667,22,56
EMP1668,20,51
EMP1669,41,98
EMP1670,47,91
EMP1671,46,53
EMP1672,56,68
EMP1673,49,55
EMP1674,46,58
EMP1675,49,55
EMP1676,32,60
EMP1677,29,91
EMP1678,52,61
EMP1679,30,55
EMP1680,41,52
EMP1681,24,93
EMP1682,54,79
EMP1683,22,98
EMP1684,39,74
EMP1685,54,83
EMP1686,36,62
EMP1687,48,91
EMP1688,47,67
EMP1689,43,93
EMP1690,58,95
EMP1691,32,64
EMP1692,41,83
EMP1693,40,53
EMP1694,44,60
EMP1695,35,94
EMP1696,29,70
EMP1697,33,98
EMP1698,39,54
EMP1699,30,76
EMP1700,25,77
